Label	Weight	Text
l_OnAssistant-prenotazione	1	da martedi fino sabato
l_OnAssistant-prenotazione	1	vorrei eliminare un appuntamento grazie
l_OnAssistant-prenotazione	1	gestire le mie prenotazioni
l_OnAssistant-prenotazione	1	gestire i miei appuntamenti
l_OnAssistant-prenotazione	1	eseguire una nuova prenotazione
l_OnAssistant-prenotazione	1	prenota un nuovo appuntamento
l_OnAssistant-prenotazione	1	disponibilità tra il giovedì e la domenica di pomeriggio
l_OnAssistant-prenotazione	1	il mercoledi giovedì e venerdi al pomeriggio
l_OnAssistant-prenotazione	1	preferirei al pomeriggio
l_OnAssistant-prenotazione	1	vorrei modificare
l_OnAssistant-prenotazione	1	il martedi, mercoledi, venerdi e il sabato
l_OnAssistant-prenotazione	1	prenotare un nuovo appuntamento
l_OnAssistant-prenotazione	1	da giovedi fino alla domenica
l_OnAssistant-prenotazione	1	orario mattiniero
l_OnAssistant-prenotazione	1	desidero le disponibilità del pomeriggio
l_OnAssistant-prenotazione	1	gradisco la mattina
l_OnAssistant-prenotazione	1	preferisco dal lunedì al giovedi
l_OnAssistant-prenotazione	1	cancella un appuntamento
l_OnAssistant-prenotazione	1	prenotare nuovo
l_OnAssistant-prenotazione	1	cambiare un appuntamento
l_OnAssistant-prenotazione	1	preferirei il martedi e il sabato
l_OnAssistant-prenotazione	1	prenotami un appuntamento
l_OnAssistant-prenotazione	1	disponibilità che vanno dal sabato al martedì
l_OnAssistant-prenotazione	1	vorrei rimandare un appuntamento grazie
l_OnAssistant-prenotazione	1	prenota una nuova prenotazione
l_OnAssistant-prenotazione	1	prenota una prenotazione
l_OnAssistant-prenotazione	1	di mattina dal venerdì alla domenica
l_OnAssistant-prenotazione	1	spostare appuntamento
l_OnAssistant-prenotazione	1	appuntamento
l_OnAssistant-prenotazione	1	è possibile fermare una prenotazione?
l_OnAssistant-prenotazione	1	salve vorrei prenotare un appuntamento
l_OnAssistant-prenotazione	1	mercoledi
l_OnAssistant-prenotazione	1	gestire appuntamenti
l_OnAssistant-prenotazione	1	gestione appuntamento
l_OnAssistant-prenotazione	1	come posso prenotare gli appuntamenti?
l_OnAssistant-prenotazione	1	vorrei gestire le mie prenotazioni grazie
l_OnAssistant-prenotazione	1	voglio rimuovere una prenotazione
l_OnAssistant-refertazione	3,7	vorrei vedere i miei referti
l_OnAssistant-refertazione	3,7	referti
l_OnAssistant-refertazione	3,7	fammi vedere i miei referti perfavore
l_OnAssistant-refertazione	3,7	come posso vedere i referti medici?
l_OnAssistant-refertazione	3,7	visualizzare i miei referti
l_OnAssistant-refertazione	3,7	vorrei vedere i miei referti
l_OnAssistant-refertazione	3,7	vorrei vedere i miei referti
l_OnAssistant-refertazione	3,7	vorrei vedere i miei referti
l_OnAssistant-refertazione	3,7	vorrei vedere i miei referti
l_OnAssistant-refertazione	3,7	vorrei vedere i miei referti
None	1,541667	albergo
None	1,541667	pizza
None	1,541667	film
None	1,541667	aereo
None	1,541667	che giorno è oggi?
None	1,541667	pasta
None	1,541667	hotel
None	3,083333	quanti anni hai?
None	1,541667	tempo
None	1,541667	è possibile prenotare una camera per un albergo?
None	1,541667	vorrei ordinare una pizza
None	3,083333	raccontami una barzelletta
None	3,083333	riservare una camera
None	1,541667	voglio un piatto di pasta
None	1,541667	che film danno al cinema?
None	1,541667	consigliami una canzone
None	1,541667	canzone
None	3,083333	risultato partite di calcio
None	1,541667	com'è il tempo oggi
None	1,541667	vorrei prenotare un hotel
